a,b,c,d,r1,r2,
25.181, 335.626, 506.0, 61678.46787599997, -1.733, -11.596,
222.819, 793.371, 326.0, 338881.567641, -0.474, -3.087,
895.059, 883.638, 121.0, 347607.5590440001, -0.164, -0.823,
21.713, 710.148, 955.0, 421366.5219040001, -1.405, -31.301,
513.808, 636.023, 41.0, 320260.744529, -0.068, -1.17,
828.537, 764.021, 69.0, 355051.876441, -0.101, -0.821,
206.453, 374.425, 167.0, 2283.4766250000102, -0.791, -1.023,
20.282, 303.33, 852.0, 22888.03289999999, -3.748, -11.207,
310.56, 616.123, 80.0, 280228.3511290001, -0.14, -1.844,
500.83, 226.593, 22.0, 7271.347648999996, -0.141, -0.311,
204.072, 870.638, 415.0, 419251.0070440001, -0.547, -3.72,
243.009, 589.2, 274.0, 80818.77600000007, -0.627, -1.797,
295.116, 947.552, 50.0, 838831.5927040001, -0.054, -3.157,
513.727, 697.592, 148.0, 182508.21446400002, -0.263, -1.095,
85.655, 576.671, 882.0, 30358.602241000044, -2.349, -4.383,
331.597, 531.924, 180.0, 44193.30177599998, -0.485, -1.119,
11.928, 705.358, 219.0, 487080.9801639999, -0.312, -58.823,
79.006, 917.206, 432.0, 704744.4784360001, -0.492, -11.117,
300.806, 581.41, 179.0, 122660.49209999994, -0.384, -1.549,
687.229, 769.151, 164.0, 140771.0368009999, -0.287, -0.833,
229.913, 726.531, 307.0, 245514.12996099994, -0.502, -2.658,
175.987, 576.401, 267.0, 144283.99680099997, -0.558, -2.717,
238.472, 993.938, 375.0, 630204.747844, -0.42, -3.748,
166.984, 472.463, 327.0, 4806.214368999994, -1.207, -1.622,
356.185, 593.393, 63.0, 262356.632449, -0.114, -1.552,
747.202, 836.972, 110.0, 371753.24878399994, -0.152, -0.968,
56.742, 635.153, 221.0, 353259.405409, -0.359, -10.834,
106.137, 787.253, 35.0, 604908.106009, -0.045, -7.373,
336.254, 723.91, 229.0, 216037.02409999998, -0.385, -1.768,
30.868, 918.298, 1.0, 843147.744804, -0.001, -29.748,
53.461, 597.868, 195.0, 315746.56542400003, -0.336, -10.847,
134.631, 914.129, 804.0, 402658.5326410001, -1.038, -5.752,
0.164, 405.191, 629.0, 163767.12248099997, -1.553, -2469.123,
19.656, 282.86, 643.0, 29454.547600000013, -2.83, -11.561,
463.833, 608.74, 100.0, 185031.1876, -0.193, -1.12,
426.897, 640.204, 88.0, 259593.41761599993, -0.153, -1.347,
761.071, 747.429, 173.0, 31988.978040999966, -0.374, -0.609,
292.585, 487.267, 103.0, 116884.10928900001, -0.248, -1.417,
145.563, 821.184, 667.0, 285981.077856, -0.984, -4.658,
246.09, 573.642, 310.0, 23913.54416400008, -0.851, -1.48,
243.389, 905.203, 424.0, 406604.727209, -0.55, -3.17,
82.874, 840.536, 36.0, 694566.9112959999, -0.043, -10.099,
980.238, 862.511, 106.0, 328304.31312099996, -0.148, -0.732,
756.832, 879.431, 168.0, 264807.7797610001, -0.241, -0.921,
388.969, 530.919, 18.0, 253869.21656099995, -0.035, -1.33,
172.328, 989.699, 45.0, 948485.0706009999, -0.046, -5.697,
616.325, 944.365, 61.0, 741441.953225, -0.068, -1.465,
865.003, 215.674, 2.0, 39595.250276000006, -0.01, -0.24,
240.306, 810.44, 112.0, 549155.9056, -0.144, -3.228,
962.551, 700.441, 67.0, 232653.92648100003, -0.113, -0.614,
712.797, 852.723, 69.0, 530404.5427289999, -0.087, -1.109,
65.569, 965.3, 673.0, 755292.342, -0.734, -13.988,
873.959, 867.277, 178.0, 129910.58672900009, -0.29, -0.702,
57.005, 597.739, 25.0, 351591.41212100006, -0.042, -10.444,
875.808, 873.766, 24.0, 679389.454756, -0.028, -0.969,
362.962, 639.274, 277.0, 6509.351076000021, -0.769, -0.992,
478.948, 552.847, 123.0, 69997.38940899997, -0.301, -0.853,
622.768, 796.818, 218.0, 91865.22912399995, -0.396, -0.883,
81.721, 770.911, 788.0, 336719.1779209999, -1.166, -8.267,
101.254, 919.47, 25.0, 835299.6809, -0.027, -9.054,
417.709, 855.363, 78.0, 601320.6537690001, -0.096, -1.952,
77.771, 868.823, 31.0, 745209.8013289999, -0.036, -11.136,
225.381, 912.967, 275.0, 585589.643089, -0.328, -3.723,
116.309, 580.147, 380.0, 159780.86160900007, -0.776, -4.212,
92.126, 612.951, 159.0, 317116.79240100004, -0.27, -6.383,
179.382, 988.621, 861.0, 359579.873641, -1.084, -4.427,
164.213, 318.147, 47.0, 70345.469609, -0.161, -1.776,
64.284, 344.708, 4.0, 117795.06126400002, -0.012, -5.351,
27.329, 872.542, 726.0, 681966.1257640001, -0.855, -31.072,
40.375, 497.391, 763.0, 124173.30688100003, -1.796, -10.524,
74.092, 500.082, 283.0, 166209.862724, -0.624, -6.126,
115.65, 787.119, 484.0, 395657.920161, -0.684, -6.122,
291.864, 788.915, 167.0, 427421.72522499994, -0.232, -2.472,
84.852, 940.741, 531.0, 704767.981081, -0.597, -10.49,
11.682, 824.718, 840.0, 640908.2595239999, -1.034, -69.564,
114.988, 818.798, 966.0, 226116.53280400007, -1.493, -5.628,
69.338, 518.189, 18.0, 263527.5037209999, -0.035, -7.438,
893.819, 757.821, 118.0, 152410.10004100006, -0.206, -0.642,
34.443, 635.143, 879.0, 282305.04244900006, -1.507, -16.933,
778.135, 514.84, 32.0, 165458.9456, -0.069, -0.592,
180.913, 781.548, 127.0, 518913.47230400005, -0.169, -4.151,
62.842, 621.491, 446.0, 274140.935081, -0.779, -9.111,
6.077, 283.765, 74.0, 78723.78322499999, -0.262, -46.433,
289.084, 763.129, 19.0, 560395.486641, -0.025, -2.615,
18.18, 464.509, 251.0, 197515.891081, -0.552, -24.998,
21.061, 252.474, 319.0, 36869.284675999996, -1.435, -10.552,
648.459, 599.435, 43.0, 247787.37122499995, -0.078, -0.846,
71.592, 915.227, 858.0, 591936.717529, -1.019, -11.765,
698.693, 505.346, 52.0, 110046.435716, -0.124, -0.599,
14.043, 250.814, 158.0, 54032.486595999995, -0.654, -17.207,
127.195, 818.789, 283.0, 526430.686521, -0.366, -6.071,
12.113, 615.316, 378.0, 360298.92385600007, -0.622, -50.176,
392.446, 960.526, 150.0, 687142.5966759999, -0.168, -2.28,
415.631, 982.037, 193.0, 643529.537369, -0.216, -2.146,
145.743, 622.95, 535.0, 76176.68250000011, -1.19, -3.084,
166.851, 515.018, 25.0, 248558.440324, -0.049, -3.037,
344.007, 939.1, 70.0, 785586.8500000001, -0.077, -2.653,
209.43, 956.359, 57.0, 866872.496881, -0.06, -4.506,
442.144, 827.682, 346.0, 73130.19712400006, -0.63, -1.242,
9.795, 631.696, 409.0, 383015.21641600004, -0.654, -63.838,
93.771, 847.491, 611.0, 489064.671081, -0.79, -8.248,
190.866, 860.328, 784.0, 141608.49158399983, -1.268, -3.24,
11.549, 797.526, 867.0, 595995.7886759999, -1.105, -67.951,
945.628, 472.871, 30.0, 110131.62264099998, -0.075, -0.426,
194.501, 794.564, 553.0, 201095.738096, -0.89, -3.195,
109.663, 769.728, 47.0, 571864.5499839999, -0.062, -6.957,
45.673, 802.302, 848.0, 488765.683204, -1.13, -16.437,
601.322, 844.022, 295.0, 2813.1764840001706, -0.658, -0.746,
823.282, 854.399, 1.0, 726704.523201, -0.001, -1.037,
40.701, 750.619, 914.0, 414626.02716100006, -1.311, -17.131,
593.157, 805.896, 180.0, 222395.32281599985, -0.282, -1.077,
787.015, 984.238, 272.0, 112452.12064400013, -0.412, -0.838,
775.912, 853.12, 31.0, 631600.6464, -0.038, -1.062,
975.388, 993.782, 56.0, 769115.7515240001, -0.06, -0.959,
181.615, 430.671, 191.0, 46723.65024099997, -0.591, -1.781,
559.566, 779.117, 192.0, 177276.61168899987, -0.32, -1.072,
40.701, 967.281, 806.0, 804412.5089609999, -0.865, -22.901,
268.773, 951.653, 190.0, 701375.952409, -0.212, -3.328,
127.955, 818.678, 619.0, 353417.08768399997, -0.876, -5.522,
151.636, 402.218, 16.0, 152074.61552400002, -0.04, -2.612,
873.904, 497.41, 13.0, 201973.70010000002, -0.027, -0.542,
196.943, 797.114, 763.0, 34320.69299599994, -1.553, -2.494,
120.66, 596.792, 340.0, 192063.09126400002, -0.657, -4.289,
218.56, 455.361, 171.0, 57858.600320999976, -0.491, -1.592,
52.839, 485.628, 788.0, 69286.026384, -2.105, -7.086,
104.23, 630.605, 487.0, 194622.62602500003, -0.909, -5.141,
638.58, 943.284, 9.0, 866795.824656, -0.01, -1.468,
629.879, 966.972, 127.0, 615056.3167839999, -0.145, -1.39,
28.624, 367.891, 644.0, 61608.36388100003, -2.091, -10.762,
85.276, 871.586, 261.0, 670634.011396, -0.309, -9.912,
217.739, 576.102, 245.0, 118509.29440399996, -0.532, -2.113,
80.129, 973.17, 967.0, 637120.8768999998, -1.092, -11.053,
256.112, 757.488, 395.0, 169131.1101440001, -0.676, -2.282,
232.389, 701.165, 514.0, 13840.573224999884, -1.255, -1.762,
605.383, 488.231, 94.0, 10745.501361000002, -0.318, -0.489,
422.046, 765.24, 45.0, 509623.9776, -0.061, -1.752,
118.936, 783.618, 298.0, 472285.45792400005, -0.405, -6.183,
273.923, 872.114, 460.0, 256564.5089960001, -0.667, -2.516,
80.924, 983.309, 732.0, 729951.117481, -0.797, -11.354,
180.247, 859.256, 889.0, 97362.54153599986, -1.518, -3.249,
145.87, 299.041, 104.0, 28743.599681000007, -0.444, -1.606,
394.209, 911.875, 271.0, 404193.459625, -0.35, -1.963,
38.71, 642.62, 329.0, 362018.1044, -0.529, -16.072,
49.527, 346.394, 63.0, 107507.999236, -0.187, -6.807,
669.881, 936.524, 14.0, 839563.866576, -0.015, -1.383,
178.53, 940.443, 700.0, 384549.036249, -0.897, -4.371,
554.209, 559.898, 109.0, 71850.64640400003, -0.263, -0.747,
359.976, 902.113, 305.0, 374637.1447690001, -0.403, -2.103,
60.62, 582.431, 749.0, 157608.34976100005, -1.529, -8.078,
124.676, 567.794, 472.0, 87001.73843599996, -1.094, -3.46,
82.369, 752.281, 496.0, 402506.6069609999, -0.715, -8.418,
24.457, 425.121, 963.0, 86519.50064099999, -2.678, -14.705,
218.276, 819.825, 83.0, 599645.3986250001, -0.104, -3.652,
134.028, 281.532, 3.0, 77651.93102399999, -0.011, -2.09,
7.931, 537.808, 789.0, 264207.20886400004, -1.5, -66.311,
139.616, 745.702, 951.0, 24972.208803999936, -2.105, -3.236,
92.477, 804.938, 531.0, 451504.03584399994, -0.719, -7.985,
12.407, 695.001, 693.0, 448634.186001, -1.016, -55.001,
50.769, 317.287, 357.0, 28172.908368999982, -1.472, -4.778,
972.707, 843.986, 166.0, 66434.92019600002, -0.301, -0.566,
104.392, 597.806, 350.0, 211223.21363600006, -0.662, -5.065,
213.709, 685.557, 392.0, 134892.688249, -0.745, -2.463,
483.363, 824.877, 148.0, 394271.16912899987, -0.204, -1.503,
324.176, 866.799, 430.0, 193757.786401, -0.658, -2.016,
179.074, 963.94, 694.0, 432070.89960000006, -0.856, -4.527,
130.4, 993.028, 962.0, 484325.408784, -1.139, -6.476,
848.869, 39.851, 0.0, 1588.102201, 0.0, -0.047,
614.058, 767.4, 222.0, 43619.25600000005, -0.455, -0.795,
387.805, 963.128, 448.0, 232668.98438400007, -0.62, -1.864,
97.026, 423.067, 199.0, 101752.99048900002, -0.536, -3.824,
131.17, 647.829, 698.0, 53455.77324099996, -1.588, -3.351,
940.212, 752.015, 98.0, 196963.45622500003, -0.164, -0.636,
444.807, 958.18, 116.0, 711718.4643999999, -0.129, -2.025,
180.61, 960.209, 497.0, 562948.6436809999, -0.581, -4.735,
262.274, 911.236, 616.0, 184107.9116959999, -0.919, -2.555,
492.487, 960.753, 79.0, 767420.4350090001, -0.086, -1.865,
872.614, 422.951, 13.0, 133511.62040100002, -0.033, -0.452,
114.055, 472.618, 467.0, 10313.033923999988, -1.627, -2.517,
862.901, 881.438, 191.0, 117676.58384400001, -0.312, -0.71,
300.949, 439.198, 133.0, 32790.01520399997, -0.429, -1.031,
409.127, 995.283, 556.0, 80689.802089, -0.869, -1.564,
262.333, 699.266, 224.0, 253922.57075599994, -0.372, -2.293,
79.0, 626.011, 680.0, 177009.772121, -1.299, -6.625,
88.459, 632.274, 280.0, 300696.331076, -0.474, -6.673,
2.799, 907.411, 195.0, 821211.5029209999, -0.215, -323.976,
723.769, 718.49, 76.0, 296202.1041, -0.12, -0.872,
127.844, 766.506, 823.0, 166669.00003599992, -1.401, -4.594,
613.608, 612.214, 113.0, 97455.1657960001, -0.244, -0.753,
702.865, 927.491, 98.0, 584716.475081, -0.116, -1.204,
474.29, 604.391, 189.0, 6725.240880999947, -0.551, -0.724,
146.651, 959.879, 57.0, 887931.266641, -0.06, -6.485,
200.582, 511.219, 280.0, 36693.02596100001, -0.797, -1.752,
7.741, 240.001, 779.0, 33479.524001000005, -3.683, -27.32,
595.936, 640.01, 19.0, 364321.6641, -0.031, -1.043,
378.181, 714.333, 244.0, 141166.97888900002, -0.448, -1.441,
272.717, 844.267, 603.0, 54993.36328900012, -1.118, -1.978,
791.714, 813.116, 202.0, 21452.717455999926, -0.421, -0.606,
361.193, 573.989, 29.0, 287564.98412100004, -0.052, -1.537,
330.902, 755.674, 12.0, 555159.898276, -0.016, -2.268,
687.488, 627.213, 62.0, 222899.12336899995, -0.113, -0.8,
169.858, 730.288, 470.0, 213987.52294400003, -0.788, -3.511,
901.627, 491.26, 28.0, 140354.1636, -0.065, -0.48,
448.906, 820.917, 44.0, 594897.2648890001, -0.055, -1.773,
111.58, 835.121, 672.0, 397500.04464100004, -0.917, -6.567,
461.805, 664.735, 115.0, 229442.320225, -0.201, -1.238,
81.716, 714.789, 200.0, 445550.514521, -0.289, -8.458,
73.652, 530.027, 41.0, 268849.69272900006, -0.078, -7.118,
85.621, 772.969, 776.0, 331713.49096100015, -1.151, -7.877,
185.789, 571.277, 360.0, 58821.25072900008, -0.885, -2.19,
542.382, 810.032, 242.0, 131126.06502400013, -0.413, -1.081,
306.777, 724.705, 133.0, 361991.973025, -0.201, -2.162,
69.739, 939.18, 873.0, 638530.4844, -1.004, -12.463,
380.498, 842.681, 156.0, 472680.5157610001, -0.204, -2.011,
831.244, 898.779, 53.0, 631579.962841, -0.063, -1.019,
943.49, 770.894, 2.0, 586729.639236, -0.003, -0.814,
288.895, 902.073, 148.0, 642709.857329, -0.174, -2.949,
143.142, 955.866, 182.0, 809472.4339559999, -0.196, -6.482,
56.76, 451.929, 466.0, 98439.18104099999, -1.217, -6.745,
671.94, 337.147, 3.0, 105604.819609, -0.009, -0.493,
62.703, 355.788, 126.0, 94982.788944, -0.38, -5.295,
8.428, 443.999, 329.0, 186043.86400100004, -0.752, -51.93,
748.579, 900.517, 35.0, 706129.8072890001, -0.04, -1.163,
994.119, 961.169, 90.0, 565963.0065609999, -0.105, -0.862,
442.212, 841.303, 90.0, 548594.417809, -0.114, -1.789,
368.04, 994.212, 6.0, 979624.540944, -0.006, -2.695,
486.072, 389.191, 56.0, 42589.50648099999, -0.188, -0.613,
337.659, 675.184, 101.0, 319459.1978559999, -0.163, -1.837,
62.224, 738.42, 267.0, 478808.8643999999, -0.373, -11.494,
250.67, 896.603, 432.0, 370739.1796089999, -0.574, -3.003,
72.046, 535.423, 841.0, 44315.04492899994, -2.255, -5.177,
234.602, 583.915, 358.0, 5006.6632249999675, -1.094, -1.395,
509.772, 988.678, 123.0, 726676.363684, -0.134, -1.806,
140.189, 651.002, 371.0, 215763.12800399997, -0.665, -3.979,
52.743, 480.627, 817.0, 58638.189129000006, -2.261, -6.852,
116.642, 517.655, 528.0, 21618.795025, -1.589, -2.849,
105.044, 587.514, 288.0, 224162.012196, -0.543, -5.05,
386.316, 663.846, 3.0, 436055.71971599996, -0.005, -1.714,
18.219, 858.467, 828.0, 676624.262089, -0.985, -46.134,
36.843, 831.056, 50.0, 683285.4751360001, -0.06, -22.496,
31.365, 460.169, 449.0, 155423.96856100002, -1.051, -13.62,
239.393, 736.868, 340.0, 217399.96942400013, -0.565, -2.513,
16.737, 300.208, 505.0, 56316.10326400001, -1.879, -16.058,
121.744, 486.567, 411.0, 36600.30948900001, -1.213, -2.784,
242.175, 772.101, 84.0, 514769.15420100006, -0.113, -3.075,
173.912, 702.714, 282.0, 297634.22979600006, -0.452, -3.589,
226.467, 986.457, 109.0, 874357.800849, -0.113, -4.242,
143.36, 427.189, 234.0, 48305.48172099999, -0.723, -2.256,
23.447, 387.279, 513.0, 101871.77984099998, -1.452, -15.065,
30.697, 793.256, 646.0, 549934.0335360001, -0.842, -25.0,
69.382, 838.826, 201.0, 647845.930276, -0.245, -11.845,
710.69, 459.284, 13.0, 173985.912656, -0.03, -0.617,
89.309, 515.926, 7.0, 263678.98547600006, -0.014, -5.763,
579.676, 463.329, 65.0, 63958.00224100001, -0.182, -0.618,
197.883, 783.946, 393.0, 303499.25491600006, -0.589, -3.373,
401.071, 993.961, 77.0, 864428.601521, -0.08, -2.398,
123.31, 230.489, 15.0, 45726.579121, -0.068, -1.802,
61.973, 743.621, 590.0, 406715.91164099996, -0.854, -11.145,
90.995, 666.417, 452.0, 279592.657889, -0.756, -6.567,
121.309, 683.604, 823.0, 67965.20081600006, -1.743, -3.892,
240.344, 781.509, 179.0, 438670.01308100007, -0.248, -3.004,
274.542, 996.197, 750.0, 168782.46280900016, -1.066, -2.563,
144.06, 976.324, 373.0, 738271.0329759999, -0.406, -6.371,
56.634, 244.204, 2.0, 59182.521616000005, -0.008, -4.304,
78.15, 446.34, 387.0, 78243.19559999998, -1.066, -4.645,
678.621, 822.838, 165.0, 229172.51424399996, -0.254, -0.959,
317.898, 825.941, 264.0, 346478.2474810001, -0.373, -2.225,
110.092, 899.7, 561.0, 562413.6420000001, -0.68, -7.492,
918.944, 844.421, 65.0, 474121.38524100004, -0.085, -0.834,
764.511, 349.287, 13.0, 82246.83636899998, -0.041, -0.416,
861.131, 689.133, 72.0, 226898.56368900003, -0.124, -0.677,
677.722, 297.189, 6.0, 72055.97372100002, -0.021, -0.417,
29.817, 362.504, 729.0, 44462.778016, -2.543, -9.615,
27.595, 299.772, 664.0, 16570.931983999995, -3.099, -7.764,
19.016, 565.43, 614.0, 273007.7889, -1.129, -28.606,
22.865, 301.167, 907.0, 7747.341888999988, -4.661, -8.511,
143.907, 102.21, 14.0, 2388.092099999999, -0.185, -0.525,
886.658, 783.378, 49.0, 439896.12288400007, -0.068, -0.816,
49.2, 631.092, 761.0, 248512.312464, -1.347, -11.48,
719.839, 812.128, 81.0, 426324.05238400004, -0.111, -1.018,
71.654, 853.752, 355.0, 627143.7975039999, -0.431, -11.483,
111.367, 515.503, 195.0, 178877.08300900005, -0.416, -4.213,
152.676, 498.801, 290.0, 71698.27760100001, -0.757, -2.51,
37.511, 698.332, 827.0, 363581.194224, -1.271, -17.346,
622.799, 962.85, 50.0, 802520.3225, -0.054, -1.492,
74.776, 551.433, 993.0, 7068.081489000004, -3.125, -4.249,
91.963, 828.437, 263.0, 589562.786969, -0.33, -8.679,
619.924, 807.486, 213.0, 123858.39219599997, -0.367, -0.935,
6.686, 770.336, 688.0, 575017.680896, -0.9, -114.316,
161.237, 813.473, 778.0, 159968.77772899996, -1.282, -3.763,
240.933, 772.807, 11.0, 586629.607249, -0.014, -3.193,
816.762, 998.705, 65.0, 785053.5570250001, -0.069, -1.154,
55.884, 501.867, 704.0, 94501.14168900001, -1.74, -7.241,
156.316, 947.743, 183.0, 783793.4820490001, -0.2, -5.863,
218.391, 774.831, 435.0, 220362.7385610001, -0.699, -2.849,
214.174, 851.003, 251.0, 509175.4100090001, -0.321, -3.653,
333.644, 997.483, 573.0, 230260.28728899988, -0.776, -2.214,
406.524, 837.266, 306.0, 203428.978756, -0.475, -1.585,
150.241, 873.904, 517.0, 453009.813216, -0.668, -5.148,
14.243, 416.48, 60.0, 170037.2704, -0.145, -29.096,
107.959, 765.115, 483.0, 376824.17522499996, -0.701, -6.387,
105.928, 837.405, 254.0, 593624.2860249999, -0.316, -7.589,
196.253, 815.138, 722.0, 97671.29504400003, -1.281, -2.873,
81.464, 264.05, 121.0, 30293.82650000001, -0.552, -2.689,
133.443, 735.08, 879.0, 71157.0184, -1.755, -3.754,
933.459, 917.702, 112.0, 423987.32880400005, -0.143, -0.84,
190.989, 813.989, 587.0, 214135.92012100003, -0.92, -3.342,
16.638, 542.633, 944.0, 231625.48468900006, -1.844, -30.77,
188.335, 940.463, 536.0, 480680.4143689999, -0.656, -4.337,
789.494, 690.55, 94.0, 180009.55849999993, -0.169, -0.706,
7.613, 264.247, 881.0, 42998.26500900001, -3.736, -30.974,
403.113, 713.399, 102.0, 344468.029201, -0.157, -1.613,
130.95, 760.038, 909.0, 101523.56144400011, -1.685, -4.119,
645.181, 885.388, 199.0, 270347.83454400004, -0.283, -1.089,
83.807, 367.012, 4.0, 133356.896144, -0.011, -4.368,
74.578, 631.537, 456.0, 262808.71036900004, -0.797, -7.671,
30.763, 432.783, 739.0, 96365.69708900001, -1.989, -12.08,
112.297, 440.648, 221.0, 94900.11190400003, -0.59, -3.334,
65.004, 589.009, 950.0, 99916.40208099998, -2.099, -6.962,
135.461, 631.754, 426.0, 168287.572516, -0.818, -3.846,
149.909, 526.035, 366.0, 57246.04522499998, -0.956, -2.553,
59.678, 913.279, 884.0, 623057.123841, -1.038, -14.265,
272.504, 744.007, 70.0, 477245.2960489999, -0.098, -2.633,
371.294, 448.93, 32.0, 154012.51290000003, -0.076, -1.133,
1.161, 560.914, 876.0, 310556.37139600003, -1.567, -481.563,
982.129, 492.458, 53.0, 34303.53376400002, -0.156, -0.345,
983.836, 990.086, 162.0, 342744.559396, -0.206, -0.801,
391.408, 810.34, 386.0, 52316.96360000002, -0.743, -1.327,
313.16, 572.627, 96.0, 207648.2411289999, -0.187, -1.642,
556.513, 715.595, 143.0, 193750.768025, -0.247, -1.038,
79.869, 479.255, 56.0, 211794.699025, -0.119, -5.881,
661.216, 641.134, 68.0, 231202.053956, -0.121, -0.848,
50.888, 672.567, 422.0, 366447.425489, -0.66, -12.556,
84.462, 698.651, 23.0, 480342.7158009999, -0.033, -8.239,
570.466, 973.19, 396.0, 43480.63210000016, -0.67, -1.036,
40.565, 805.454, 446.0, 576388.1861159999, -0.57, -19.286,
944.3, 450.555, 22.0, 119901.40802500001, -0.055, -0.422,
34.943, 386.502, 120.0, 132611.156004, -0.32, -10.741,
178.573, 308.768, 60.0, 52480.15782399998, -0.223, -1.506,
817.002, 804.91, 111.0, 285131.2201, -0.166, -0.819,
232.381, 803.963, 108.0, 545967.913369, -0.14, -3.32,
370.654, 659.545, 10.0, 420173.44702499994, -0.015, -1.764,
114.62, 683.346, 59.0, 439911.435716, -0.088, -5.874,
286.132, 912.561, 276.0, 516877.8507210001, -0.338, -2.851,
350.232, 821.317, 35.0, 625529.1344890001, -0.043, -2.302,
74.47, 962.829, 226.0, 859718.8032409999, -0.239, -12.69,
290.111, 715.14, 314.0, 147045.80359999998, -0.572, -1.893,
75.915, 780.871, 9.0, 607026.578641, -0.012, -10.275,
169.544, 538.063, 352.0, 50793.83996899999, -0.922, -2.251,
286.797, 535.169, 208.0, 47790.75456099995, -0.552, -1.314,
26.734, 282.725, 577.0, 18231.35362500001, -2.762, -7.813,
859.648, 739.08, 145.0, 47643.406400000036, -0.303, -0.557,
49.15, 587.844, 161.0, 313907.9683360001, -0.28, -11.68,
36.063, 242.71, 281.0, 18373.3321, -1.486, -5.244,
530.832, 809.921, 40.0, 571038.906241, -0.051, -1.475,
139.171, 277.57, 120.0, 10243.02489999999, -0.634, -1.361,
2.081, 810.995, 989.0, 649480.454025, -1.223, -388.491,
405.765, 996.111, 548.0, 102800.24432099995, -0.832, -1.623,
